id,word_key,book_key,dict_key,pos,usage,timestamp,lang,tag
CR!88QR330EFN1314FFMDFY4E1SX86P:AQEFAAAkAAAA:18849:5,流す,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AQEFAAAkAAAA:18849,残念な気持ちは風に流し、私達は諦めて、来た時とは違う道で戻ることにしました。,"June 26, 2021 11:05:33 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:Af4EAABcAAAA:18763:5,足元,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,Af4EAABcAAAA:18763,三度目、チャイムと一緒に彼女が足元で鳴きましたが、何も返ってはきませんでした。 ,"June 26, 2021 10:56:18 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AVoFAAArAAAA:23051:5,かぐ,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AVoFAAArAAAA:23051,落ち着くの」 「落ち着くっていうのは、息を吸って心に隙間を作ったり、木で造られたおうちで太陽の匂いをかぐことを言うのよ」 「それと同じように、私は落ち着くんだ」 「おかしな話ね」 「……ためしにやってみる？」 　,"June 28, 2021 11:11:32 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AVoFAAATAAAA:23027:5,隙間,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AVoFAAATAAAA:23027,落ち着くの」 「落ち着くっていうのは、息を吸って心に隙間を作ったり、木で造られたおうちで太陽の匂いをかぐことを言うのよ」 「それと同じように、私は落ち着くんだ」 「おかしな話ね」 「……ためしにやってみる？」 　,"June 28, 2021 11:10:48 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AR4FAABtAAAA:20735:5,内緒,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AR4FAABtAAAA:20735,内緒ですが、私はちょっと怖かったので小さな友達の後を追うことにしました。 　,"June 27, 2021 06:48:17 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ATMFAABQAAAA:21778:5,隙間,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,ATMFAABQAAAA:21778,そうすると私の心に入った空気が隙間を作って、少し大きめのパジャマを着た時みたいに、気持ちがゆるりとするのです。 　,"June 28, 2021 06:25:21 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:Ad8FAAAiAAAA:29294:5,迷う,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,Ad8FAAAiAAAA:29294,私は迷わず荻原くんに話しかけることにしました。,"July 02, 2021 05:04:21 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AegFAABMAAAA:29745:7,いちいち,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AegFAABMAAAA:29745,荻原くんはいちいち驚いてくれました。,"July 02, 2021 05:19:48 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AV0GAABvAAAA:34799:5,ない,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AV0GAABvAAAA:34799,でも、試しに書いてみると、全然上手くいかなくて、かっこいいトムや宿なしハックのような登場人物をこの世界に生みだすことなんて全然出来なくて、私は凄く落ち込みました。,"July 03, 2021 09:26:36 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ARgHAABGAAAA:45080:5,一言,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,ARgHAABGAAAA:45080,それを食べる時、一言だけ言うんだ。,"July 04, 2021 07:58:32 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AZIHAAAXAAAA:52000:5,素直,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZIHAAAXAAAA:52000,私が、分からないことを素直に大人に訊こうとすると、二人のうちの一人、私のお父さんより年上に見えるおじちゃんが話しかけてきました。 ,"July 05, 2021 08:29:04 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AWIHAAA0AAAA:48475:6,深呼吸,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AWIHAAA0AAAA:48475,そうしてエレベーターで私達家族の家がある十一階にあがり、廊下を歩いてドアの前に立ったところで、もう一つ深呼吸。,"July 04, 2021 08:50:12 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AeoGAAAMAAAA:43372:6,つぶす,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AeoGAAAMAAAA:43372,私なんかの書く話は面白くもなんともない」 　南さんは、苦い虫を噛みつぶすように言いました。 ,"July 04, 2021 07:41:26 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AZ0HAAAuAAAA:52366:5,余計,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZ0HAAAuAAAA:52366,だから余計に、そんなぴったりの言葉を知ってしまった私は、その場所が壊されてしまうことが残念で仕方がありませんでした。,"July 05, 2021 08:32:41 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AeUHAAAxAAAA:56230:5,以外,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AeUHAAAxAAAA:56230,クラスで『星の王子さま』を読んでいるのなんて、私と荻原くん以外にはいないでしょう。,"July 07, 2021 10:35:10 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AeYHAAA4AAAA:56399:5,つぐ,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AeYHAAA4AAAA:56399,私はついアバズレさんのお使いで来ていることを忘れてしまっていました。 　,"July 07, 2021 10:36:00 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AUgIAAADAAAA:62009:5,頷く,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AUgIAAADAAAA:62009,私が頷くと、ひとみ先生は嬉しそうに微笑みました。 ,"July 10, 2021 11:14:38 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AUIIAABAAAAA:61842:5,頷く,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AUIIAABAAAAA:61842,すると先生も頷いてくれました。 ,"July 10, 2021 11:06:40 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AdkIAAAWAAAA:69498:5,整理,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AdkIAAAWAAAA:69498,よく整理されたキッチンには誰もいなくて、その広さと静けさはまた私の心をざわざわとさせました。 　,"July 13, 2021 11:07:48 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AbIIAAARAAAA:44896:5,合図,世界から猫が消えたなら,B00771M8JQ,AbIIAAARAAAA:44896,だいたい朝のすりすりはハラペコの合図なのだ。 ,"July 15, 2021 05:58:54 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AawIAABIAAAA:44691:5,行動,世界から猫が消えたなら,B00771M8JQ,AawIAABIAAAA:44691,だが人間は、その不自由さを壁に掛け、部屋に置き、それだけでは飽き足らず、行動するすべての場所に配置している。,"July 15, 2021 10:57:46 PM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AeIIAAAqAAAA:46732:7,しつこい,世界から猫が消えたなら,B00771M8JQ,AeIIAAAqAAAA:46732,としつこく聞いてきた。 　,"July 16, 2021 07:23:09 AM",ja,"['世界から猫が消えたなら', 'ja']"
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AeUIAAAvAAAA:46934:7,しつこい,世界から猫が消えたなら,B00771M8JQ,AeUIAAAvAAAA:46934,としつこく聞いたという。,"July 16, 2021 07:33:55 AM",ja,"['世界から猫が消えたなら', 'ja']"
CR!DSAV2GQZXS2ZS0YSMQ8RW014F5DT:AaQDAAAGAAAA:4302:5,以外,コンビニ人間 (文春文庫),B00A8QWAC2,AaQDAAAGAAAA:4302,必要なこと以外の言葉は喋らず、自分から行動しないようになった私を見て、大人はほっとしたようだった。 　,"July 16, 2021 08:13:51 AM",ja,"['コンビニ人間_(文春文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ASQJAAByAAAA:73950:4,が,また、同じ夢を見ていた (双葉文庫),B00771M8JQ,ASQJAAByAAAA:73950,でも、もしさっき見たあの絵がこの世界の本当の姿なのだとしたら、世界はなんて美しいのでしょう。 ,"July 16, 2021 08:32:14 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ASkJAAApAAAA:74285:5,濃い,また、同じ夢を見ていた (双葉文庫),B00771M8JQ,ASkJAAApAAAA:74285,「そうじゃなくても、人っていうのは、いいことよりも悪いことの方がよく心に残りやすい」 　確かに、私の心にはあの日のスーパーでの場面や桐生くんの目が、形をそのままにとても濃く跡を残していました。,"July 16, 2021 08:47:48 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AUcKAAAKAAAA:85519:5,促す,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AUcKAAAKAAAA:85519,私はアバズレさんに促されるままに靴を脱いで、部屋の中に入って、部屋の隅っこで膝を抱えてそこに顔をうずめました。 　,"July 21, 2021 11:06:44 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:Af0JAAAXAAAA:81810:5,勝手,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,Af0JAAAXAAAA:81810,だから私は勝手に言葉を続けました。 ,"July 21, 2021 06:30:04 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AQoKAAADAAAA:82415:6,戸惑う,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AQoKAAADAAAA:82415,私は戸惑いました。,"July 21, 2021 06:55:35 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AcMKAAAPAAAA:92615:6,関わる,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AcMKAAAPAAAA:92615,誰とも関わらないなんて、駄目なんだ。,"July 22, 2021 10:56:38 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:Ae8KAAAEAAAA:94956:5,頷く,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,Ae8KAAAEAAAA:94956,その後は一緒に甘いものを食べて、遊んだりしたい」 「そう思うなら、そうすればいい」 　私は、頷こうとしました。,"July 25, 2021 06:35:16 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AQoLAAADAAAA:96280:8,抱きしめる,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AQoLAAADAAAA:96280,私を抱きしめたまま、アバズレさんは泣きだしてしまったのです。,"July 25, 2021 06:45:51 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ATkLAAAjAAAA:98466:5,悪女,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,ATkLAAAjAAAA:98466,彼女は悪女だけど、悪女ってのは大抵いい女なのだと、前に見たアメリカの映画で言っていました。,"July 27, 2021 06:48:51 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AYILAAAxAAAA:103439:6,深呼吸,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AYILAAAxAAAA:103439,深呼吸は必要です。,"July 28, 2021 11:02:33 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ARwLAAArAAAA:97127:5,耳元,また、同じ夢を見ていた (双葉文庫),B00771M8JQ,ARwLAAArAAAA:97127,私はアバズレさんが泣いている耳元で、この不思議なことを全て話しました。 　,"July 25, 2021 06:51:10 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AewKAAAIAAAA:94813:7,落ち込む,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AewKAAAIAAAA:94813,「お嬢ちゃんが、落ち込んだ時、どうしてほしいか考えればいい。,"July 25, 2021 06:34:45 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AaUKAAARAAAA:91046:5,迷う,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AaUKAAARAAAA:91046,私がその握る力に込めた気持ちは、迷い、です。,"July 22, 2021 10:43:26 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AVULAAABAAAA:100288:5,許す,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AVULAAABAAAA:100288,許してもらうため、私がすることといったら、一つしかありませんでした。 　,"July 27, 2021 09:30:47 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ARQMAAAcAAAA:109829:5,鮮明,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,ARQMAAAcAAAA:109829,声も、光景も、鮮明に。,"August 07, 2021 09:49:41 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AUkMAAA7AAAA:112583:5,素直,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AUkMAAA7AAAA:112583,私は、彼に今の素直な気持ちを伝えます。 ,"August 15, 2021 09:17:50 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AZIMAAA5AAAA:117098:5,表札,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZIMAAA5AAAA:117098,上を見ると、アバズレさんの家の表札にあった、失礼だけどとても綺麗じゃない文字で書かれた名前が消えていました。 　,"August 24, 2021 05:46:36 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AcAMAAAiAAAA:119481:5,方向,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AcAMAAAiAAAA:119481,その方向は、私達がもう何度も歩いた方向です。 　,"August 24, 2021 06:11:46 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AQoNAAARAAAA:123183:4,胸,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AQoNAAARAAAA:123183,でも、なっちゃんがそう言うなら、そうなるかもしれないね」 　負けず嫌いの私は「絶対そうよ」と胸を張りました。 　,"August 25, 2021 12:54:44 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AYENAAAyAAAA:129901:5,隙間,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AYENAAAyAAAA:129901,開いた隙間から、クーラーとは違う、いい匂いの風が入り込んできます。 ,"September 01, 2021 03:14:55 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:ATkNAAChAAAA:126670:4,皺,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,ATkNAAChAAAA:126670,声を出した私にすぐに気がついたおばあちゃんは、私を見てにっこりと皺を深めました。 ,"August 28, 2021 09:25:38 PM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!88QR330EFN1314FFMDFY4E1SX86P:AZkNAAAUAAAA:130884:5,悪女,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZkNAAAUAAAA:130884,私は彼女の声が気になりましたが、彼女は悪女だから思わせぶりな声を持っているのねと思って、後ろに手を振り、丘を下りていく坂道へと足を向けました。 　,"September 03, 2021 05:26:33 AM",ja,"['また、同じ夢を見ていた_(双葉文庫)', 'ja']"
CR!3NPC5KQJ4H66H0Y6TPFA76QRKAN8:AVwDAAAVAAAA:565:5,停止,僕は僕の書いた小説を知らない (双葉文庫),B00771M8JQ,AVwDAAAVAAAA:565,しかしアラームはうるさいので、とりあえず停止させる。,"September 07, 2021 04:02:06 AM",ja,"['僕は僕の書いた小説を知らない_(双葉文庫)', 'ja']"
CR!3NPC5KQJ4H66H0Y6TPFA76QRKAN8:AVgDAAAbAAAA:383:6,違和感,僕は僕の書いた小説を知らない (双葉文庫),B00A8QWAC2,AVgDAAAbAAAA:383,スマホを手に取った俺はまだ寝ぼけていたけど、それでも違和感には気付いた。 　,"September 07, 2021 12:08:42 AM",ja,"['僕は僕の書いた小説を知らない_(双葉文庫)', 'ja']"
CR!B1666TE0S57TB8ZCXDRFX41Z9ZF8:AcwDAAA4AAAA:2624:5,把握,僕は僕の書いた小説を知らない (双葉文庫),B00A8QWAC2,AcwDAAA4AAAA:2624,なにはともあれ、まずは事態を把握しなくてはならない。 ,"September 10, 2021 05:54:13 AM",ja,"['僕は僕の書いた小説を知らない_(双葉文庫)', 'ja']"
CR!B1666TE0S57TB8ZCXDRFX41Z9ZF8:AegDAABKAAAA:4103:5,正確,僕は僕の書いた小説を知らない (双葉文庫),B00A8QWAC2,AegDAABKAAAA:4103,だからどこまで正確なのかはわからない。 ,"September 15, 2021 05:26:30 AM",ja,"['僕は僕の書いた小説を知らない_(双葉文庫)', 'ja']"
