CR!9K7BKR5DFX4CHFGQ795652H71Z42:AfcHAAAfAAAA:36860:5,失う,世界から猫が消えたなら,B00A8QWAC2,AfcHAAAfAAAA:36860,そして言葉を失った。 　,"June 10, 2021 12:41:30 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQQIAAAeAAAA:37288:5,投射,世界から猫が消えたなら,B00A8QWAC2,AQQIAAAeAAAA:37288,スクリーンに光が投射される。 　,"June 10, 2021 03:57:01 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQcIAAASAAAA:37362:6,かつて,世界から猫が消えたなら,B00A8QWAC2,AQcIAAASAAAA:37362,そして空白のスクリーンを見ながら、かつて見た一枚の写真を思い出していた。 　,"June 10, 2021 03:57:38 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQQIAAABAAAA:37259:5,映写,世界から猫が消えたなら,B00A8QWAC2,AQQIAAABAAAA:37259,「はじめるよー」 　映写室から彼女の声が聞こえ、上映が始まる。,"June 10, 2021 03:56:37 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQQIAAABAAAA:37259:6,映写室,世界から猫が消えたなら,B00A8QWAC2,AQQIAAABAAAA:37259,「はじめるよー」 　映写室から彼女の声が聞こえ、上映が始まる。,"June 10, 2021 03:56:42 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAA2AAAA:233:5,廊下,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAA2AAAA:233,ときどきどこかの教室のとびらのあけしめされる音がだれもいない廊下にうつろにひびく。,"June 10, 2021 08:28:12 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAAnAAAA:218:7,あけしめ,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAAnAAAA:218,ときどきどこかの教室のとびらのあけしめされる音がだれもいない廊下にうつろにひびく。,"June 10, 2021 08:28:00 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAAFAAAA:184:5,校舎,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAAFAAAA:184,目次 時をかける少女 悪夢の真相 果てしなき多元宇宙 時をかける少女 　　　理科教室の黒い影 　放課後の校舎は、静かでなにかしらさむざむしい。,"June 10, 2021 08:27:50 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAB2AAAA:297:5,理科,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAB2AAAA:297,三年の芳山和子は、同級の深町一夫、浅倉吾朗たちと、理科教室のそうじを終えた。 ,"June 10, 2021 08:28:20 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAABAAAA:180:6,放課後,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAABAAAA:180,目次 時をかける少女 悪夢の真相 果てしなき多元宇宙 時をかける少女 　　　理科教室の黒い影 　放課後の校舎は、静かでなにかしらさむざむしい。,"June 10, 2021 08:27:46 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAABBAAAA:244:5,講堂,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAABBAAAA:244,講堂のピアノでだれかがショパンのポロネーズをひいていた。,"June 10, 2021 08:28:16 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbIDAAARAAAA:196:9,さむざむしい,時をかける少女 (角川文庫),B00A8QWAC2,AbIDAAARAAAA:196,目次 時をかける少女 悪夢の真相 果てしなき多元宇宙 時をかける少女 　　　理科教室の黒い影 　放課後の校舎は、静かでなにかしらさむざむしい。,"June 10, 2021 08:27:55 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbcDAABVAAAA:448:11,ずんぐりむっくり,時をかける少女 (角川文庫),B00A8QWAC2,AbcDAABVAAAA:448,吾朗はずんぐりむっくりである。,"June 10, 2021 08:28:48 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbcDAAByAAAA:477:5,努力,時をかける少女 (角川文庫),B00A8QWAC2,AbcDAAByAAAA:477,どちらも勉強はよくできるが、吾朗は努力家で、どちらかといえば直情径行型。,"June 10, 2021 08:29:02 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcEDAAAdAAAA:857:7,のろのろ,時をかける少女 (角川文庫),B00A8QWAC2,AcEDAAAdAAAA:857,「そうかなあ……」 　一夫は、夢みるような目つきのまま、ぼんやりとそういって、のろのろと手を洗いつづけた。 　,"June 10, 2021 08:29:37 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcEDAAASAAAA:846:7,ぼんやり,時をかける少女 (角川文庫),B00A8QWAC2,AcEDAAASAAAA:846,「そうかなあ……」 　一夫は、夢みるような目つきのまま、ぼんやりとそういって、のろのろと手を洗いつづけた。 　,"June 10, 2021 08:29:26 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcQDAAAcAAAA:1039:8,ためらった,時をかける少女 (角川文庫),B00A8QWAC2,AcQDAAAcAAAA:1039,和子は、ドアのとってをにぎったまま、ちょっとあけるのをためらった。,"June 10, 2021 08:30:42 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AboDAAAFAAAA:590:8,というのは,時をかける少女 (角川文庫),B00A8QWAC2,AboDAAAFAAAA:590,「芳山くんというのは、やさしくてかわいいけど、少し母性愛過多なんじゃないか？」 　,"June 10, 2021 08:29:07 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcEDAAALAAAA:839:6,目つき,時をかける少女 (角川文庫),B00A8QWAC2,AcEDAAALAAAA:839,「そうかなあ……」 　一夫は、夢みるような目つきのまま、ぼんやりとそういって、のろのろと手を洗いつづけた。 　,"June 10, 2021 08:29:30 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AbcDAAA4AAAA:419:9,組みあわせる,時をかける少女 (角川文庫),B00A8QWAC2,AbcDAAA4AAAA:419,かれらの組みあわせはじつにおもしろい。,"June 10, 2021 08:28:53 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!210T5P2BQ13YK77QQB8WQX9Y2T9K:AcUDAAAJAAAA:1074:5,満足,時をかける少女 (角川文庫),B00A8QWAC2,AcUDAAAJAAAA:1074,実験室といっても満足に理科の実験ができるようなスペースはほとんどない。,"June 10, 2021 08:31:14 PM",ja,CR!210T5P2BQ13YK77QQB8WQX9Y2T9K ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQUIAAAHAAAA:37301:5,空白,世界から猫が消えたなら,B00A8QWAC2,AQUIAAAHAAAA:37301,だがそこには空白がある。,"June 10, 2021 09:40:34 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQgIAAAUAAAA:37401:5,客席,世界から猫が消えたなら,B00A8QWAC2,AQgIAAAUAAAA:37401,映写室から、客席とスクリーンを写している。,"June 10, 2021 09:41:56 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQgIAAB9AAAA:37506:5,写真,世界から猫が消えたなら,B00A8QWAC2,AQgIAAB9AAAA:37506,二時間分すべてのシーンの光を吸収したスクリーンは真っ白い長方形として写真に記録される。 　,"June 10, 2021 09:43:36 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQgIAABpAAAA:37486:5,吸収,世界から猫が消えたなら,B00A8QWAC2,AQgIAABpAAAA:37486,二時間分すべてのシーンの光を吸収したスクリーンは真っ白い長方形として写真に記録される。 　,"June 10, 2021 09:42:22 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQUIAAAeAAAA:37324:6,照らす,世界から猫が消えたなら,B00A8QWAC2,AQUIAAAeAAAA:37324,ただ白い長方形の光が、スクリーンを照らしている。 　,"June 10, 2021 09:41:04 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQkIAAAZAAAA:37540:5,悲劇,世界から猫が消えたなら,B00A8QWAC2,AQkIAAAZAAAA:37540,一本の映画には、悲劇で喜劇な僕の人生が映し出されている。,"June 10, 2021 09:44:15 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQkIAAAcAAAA:37543:5,喜劇,世界から猫が消えたなら,B00A8QWAC2,AQkIAAAcAAAA:37543,一本の映画には、悲劇で喜劇な僕の人生が映し出されている。,"June 10, 2021 09:44:23 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQUIAAARAAAA:37311:6,長方形,世界から猫が消えたなら,B00A8QWAC2,AQUIAAARAAAA:37311,ただ白い長方形の光が、スクリーンを照らしている。 　,"June 10, 2021 09:40:51 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!5J1VG2SWH16YDAE144G8EDP1QEXA:AZ0DAAARAAAA:3475:8,いつもより,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZ0DAAARAAAA:3475,「しーあわーせはー、あーるいーてこーないー」 「ナーナー」 「だーからあーるいーていーくんだねー」 　彼女は気がないふりをするくせに、いつもより多く抑揚をつけて鳴きます。,"June 10, 2021 09:45:49 PM",ja,CR!5J1VG2SWH16YDAE144G8EDP1QEXA ja
CR!5J1VG2SWH16YDAE144G8EDP1QEXA:AZ0DAAARAAAA:3475:6,いつも,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZ0DAAARAAAA:3475,「しーあわーせはー、あーるいーてこーないー」 「ナーナー」 「だーからあーるいーていーくんだねー」 　彼女は気がないふりをするくせに、いつもより多く抑揚をつけて鳴きます。,"June 10, 2021 09:45:45 PM",ja,CR!5J1VG2SWH16YDAE144G8EDP1QEXA ja
CR!5J1VG2SWH16YDAE144G8EDP1QEXA:AZ0DAAAYAAAA:3482:5,抑揚,また、同じ夢を見ていた (双葉文庫),B00A8QWAC2,AZ0DAAAYAAAA:3482,「しーあわーせはー、あーるいーてこーないー」 「ナーナー」 「だーからあーるいーていーくんだねー」 　彼女は気がないふりをするくせに、いつもより多く抑揚をつけて鳴きます。,"June 10, 2021 09:45:54 PM",ja,CR!5J1VG2SWH16YDAE144G8EDP1QEXA ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ARAIAAB8AAAA:38175:7,強く握り,世界から猫が消えたなら,B00A8QWAC2,ARAIAAB8AAAA:38175,あのとき僕は父の手を強く握り、父も僕の手を強く握り返してくれた。 　,"June 10, 2021 10:09:24 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQkIAABYAAAA:37603:7,喜怒哀楽,世界から猫が消えたなら,B00A8QWAC2,AQkIAABYAAAA:37603,様々な喜怒哀楽を通り抜け、僕の人生は真っ白な映画として記録される。,"June 10, 2021 09:53:59 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQ4IAABAAAAA:37950:5,充満,世界から猫が消えたなら,B00A8QWAC2,AQ4IAABAAAAA:37950,映画館の中は真っ暗で、音が大きくて、ポップコーンの匂いが充満していた。 　,"June 10, 2021 10:05:31 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ARAIAABYAAAA:38139:6,圧倒的,世界から猫が消えたなら,B00A8QWAC2,ARAIAABYAAAA:38139,あのときの、叫びたくなるような、泣きたくなるような、とにかくこれが映画なのだと、圧倒的な感動に打ちのめされたことをいまでも思い出す。,"June 10, 2021 10:08:45 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AQoIAAAWAAAA:37683:5,印象,世界から猫が消えたなら,B00A8QWAC2,AQoIAAAWAAAA:37683,映画を久しぶりに観ると、以前とまったく違う印象になることがある。 　,"June 10, 2021 09:47:34 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ARgIAAANAAAA:38639:8,サスペンス,世界から猫が消えたなら,B00A8QWAC2,ARgIAAANAAAA:38639,その映画はコメディなのかサスペンスなのか、それともヒューマンドラマなのか。,"June 10, 2021 10:31:24 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ASoIAAAYAAAA:39474:5,編集,世界から猫が消えたなら,B00A8QWAC2,ASoIAAAYAAAA:39474,退屈なシーンばかりだからどんどん編集するしかない。,"June 10, 2021 11:22:26 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVAIAAALAAAA:40733:6,旅芸人,世界から猫が消えたなら,B00A8QWAC2,AVAIAAALAAAA:40733,ザンパノという粗野な旅芸人と、その男に買われて共に旅する気弱なジェルソミーナという女の子の物語だった。 　,"June 11, 2021 09:17:52 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ARUIAAAxAAAA:38554:5,無性,世界から猫が消えたなら,B00A8QWAC2,ARUIAAAxAAAA:38554,そのことを思うと、なぜだか無性に悲しくて涙が止まらなかったのだ。 　,"June 10, 2021 10:28:54 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVcIAAARAAAA:41278:7,申し出る,世界から猫が消えたなら,B00A8QWAC2,AVcIAAARAAAA:41278,もう僕は何も考えたくなくて、その申し出を受けた。 　,"June 11, 2021 09:37:06 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ARYIAAAPAAAA:38588:7,真っ白い,世界から猫が消えたなら,B00A8QWAC2,ARYIAAAPAAAA:38588,映画館のなかでひとりきりで、真っ白いスクリーンを見上げながら僕は考える。 　,"June 10, 2021 10:30:42 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ASsIAAAvAAAA:39637:5,伴奏,世界から猫が消えたなら,B00A8QWAC2,ASsIAAAvAAAA:39637,いや軽快なギターの伴奏かもしれない。,"June 11, 2021 06:23:16 AM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AW4IAAAJAAAA:41536:6,ござる,世界から猫が消えたなら,B00A8QWAC2,AW4IAAAJAAAA:41536,「はやく起きるで、ござるよ」 　夢に違いない。 ,"June 11, 2021 09:39:20 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AS4IAAAcAAAA:39835:6,あとも,世界から猫が消えたなら,B00A8QWAC2,AS4IAAAcAAAA:39835,僕はエンドロールのあとも、その人のなかに残る映画でありたい。,"June 11, 2021 06:25:25 AM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ASMIAABbAAAA:38996:7,一喜一憂,世界から猫が消えたなら,B00A8QWAC2,ASMIAABbAAAA:38996,その姿に父と母は一喜一憂しながら、服を買い、食べ物を与え、精一杯遊ぶ。 　,"June 10, 2021 11:04:53 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVUIAAAnAAAA:41155:7,自分勝手,世界から猫が消えたなら,B00A8QWAC2,AVUIAAAnAAAA:41155,なんて自分勝手なのだろうと思う。,"June 11, 2021 09:35:34 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ASgIAAAJAAAA:39274:5,凡庸,世界から猫が消えたなら,B00A8QWAC2,ASgIAAAJAAAA:39274,すべてが凡庸なシーンと、軽薄なセリフの積み重ねだ。,"June 10, 2021 11:19:46 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVUIAAAcAAAA:41144:5,心底,世界から猫が消えたなら,B00A8QWAC2,AVUIAAAcAAAA:41144,いま僕は映画を失うことが心底悲しく、心底切ないのだ。,"June 11, 2021 09:35:14 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AVEIAAAzAAAA:40825:7,それでも,世界から猫が消えたなら,B00A8QWAC2,AVEIAAAzAAAA:40825,それでもジェルソミーナは献身的にザンパノに尽くすのだが、ザンパノは体が弱ってしまったジェルソミーナを捨ててしまう。 　,"June 11, 2021 09:22:16 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:AUwIAAAIAAAA:40567:6,堪える,世界から猫が消えたなら,B00A8QWAC2,AUwIAAAIAAAA:40567,僕はぐっと涙を堪えながら応えた。 　,"June 11, 2021 09:13:39 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
CR!9K7BKR5DFX4CHFGQ795652H71Z42:ASQIAAAJAAAA:39032:5,平凡,世界から猫が消えたなら,B00A8QWAC2,ASQIAAAJAAAA:39032,なんてことはない平凡な人生のスタート。,"June 10, 2021 11:06:01 PM",ja,CR!9K7BKR5DFX4CHFGQ795652H71Z42 ja
